"Name","Country","Age","Height","Weight","Sex","DOB","PlaceOB","Gold","Silver","Bronze","Total","Sport","Event"
"Lyudmyla Yosypenko","Ukraine",27,1.75,69,"F",NA,"Kyiv Region (UKR)",0,0,0,0,"Athletics","Women's Heptathlon"
"Hyo Sik You","Republic of Korea",30,1.7,68,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"Alison Young","Great Britain",25,1.81,67,"F",NA,"WOLVERHAMPTON (GBR)",0,0,0,0,"Sailing","Women's Laser Radial"
"Donald Young","United States of America",23,1.83,75,"M",NA,"",0,0,0,0,"Tennis","Men's Singles"
"Isiah Young","United States of America",22,1.8,79,"M",1990-05-01,"MANHATTEN (USA)",0,0,0,0,"Athletics","Men's 200m"
"Jason Young","United States of America",31,1.85,118,"M",NA,"Dallas (USA)",0,0,0,0,"Athletics","Men's Discus Throw"
"Khalen Young","Australia",27,1.78,90,"M",NA,"VIVEASH (AUS)",0,0,0,0,"Cycling-BMX","Men's BMX"
"Aaron Younger","Australia",20,1.93,100,"M",NA,"ATTADALE (AUS)",0,0,0,0,"Water Polo","Men's Water Polo"
"Shehab Younis","Egypt",24,1.93,78,"M",NA,"Alexandria (EGY)",0,0,0,0,"Swimming","Men's 50m Freestyle"
"Rabah Yousif","Sudan",25,1.84,71,"M",1986-11-12,"OMDURMAN (SUD)",0,0,0,0,"Athletics","Men's 400m"
"Mikhail Youzhny","Russian Federation",30,1.83,78,"M",NA,"",0,0,0,0,"Tennis","Men's Singles, Men's Doubles, Mixed Doubles"
"Ai Wen Yu","Taipei (Chinese Taipei)",16,1.55,53,"F",NA,"TAOYUAN (TPE)",0,0,0,0,"Shooting","Women's 10m Air Pistol"
"Chenggang Yu","People's Republic of China",28,1.81,70,"M",NA,"",0,0,0,0,"Rowing","Men's Lightweight Four"
"Dan Yu","People's Republic of China",24,1.58,50,"F",NA,"SICHUAN (CHN)",0,0,1,1,"Shooting","Women's 10m Air Rifle"
"Donggeun Yu","Republic of Korea",26,1.85,71,"M",1985-03-09,"",0,0,0,0,"Handball","Men's Handball"
"Jong Im Yu","Democratic People's Republic  of Korea",18,1.63,58,"F",1993-06-12,"",0,0,0,0,"Football","Women's Football"
"Lamei Yu","People's Republic of China",29,1.79,72,"F",NA,"",0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m"
"Peng Kean Yu","Malaysia",21,1.76,65,"M",1991-08-05,"",0,0,0,0,"Fencing","Men's Individual Sabre"
"Weili Yu","Hong Kong, China",29,1.47,53,"F",NA,"Jilin",0,0,0,0,"Weightliftng","Women's 53kg"
"Yang Yu","People's Republic of China",26,1.67,60,"F",1986-07-04,"Liaoning",0,0,0,0,"Badminton","Women's Doubles"
"Jing Yuan","People's Republic of China",25,1.65,65,"F",NA,"Jiangsu (CHN)",0,0,0,0,"Shooting","Women's 25m Pistol"
"Igor Yudin","Australia",25,1.98,90,"M",NA,"Sverdlovsk (RUS)",0,0,0,0,"Volleyball","Men's Volleyball"
"Atakan Yuksel","Turkey",26,1.68,66,"M",NA,"YOZGAT (TUR)",0,0,0,0,"Wrestling","Men's 66kg Greco-Roman"
"Takayuki Yumira","Japan",31,1.72,66,"M",1980-10-09,"ARAKAWA (JPN)",0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, LATINA"
"Kenichi Yumoto","Japan",27,1.66,60,"M",1984-04-12,"Wakayama (JPN)",0,0,0,0,"Wrestling","Men's 60kg Freestyle"
"Shinichi Yumoto","Japan",27,1.64,55,"M",1984-04-12,"Wakayama (JPN)",0,0,0,0,"Wrestling","Men's 55kg Freestyle"
"Hyon Hui Yun","Democratic People's Republic  of Korea",19,1.7,62,"F",1992-09-09,"",0,0,0,0,"Football","Women's Football"
"Illok Yun","Republic of Korea",20,1.78,65,"M",1992-07-03,"",0,0,0,0,"Football","Men's Football"
"Song Mi Yun","Democratic People's Republic  of Korea",20,1.66,62,"F",NA,"",0,0,0,0,"Football","Women's Football"
"Sukyoung Yun","Republic of Korea",22,1.83,76,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Won Chol Yun","Democratic People's Republic  of Korea",23,1.63,55,"M",1989-03-07,"N.PHYONGAN (PRK)",0,0,0,0,"Wrestling","Men's 55kg Greco-Roman"
"Anvar Yunusov","Tajikistan",25,1.69,NA,"M",1987-01-02,"",0,0,0,0,"Boxing","Men's Bantam (56kg)"
"Denys Yurchenko","Ukraine",34,1.75,75,"M",NA,"Donetsk (UKR)",0,0,0,0,"Athletics","Men's Pole Vault"
"Aleh Yurenia","Belarus",22,1.86,90,"M",NA,"Slonim (BLR)",0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 1000m"
"Rachel Yurkovich","United States of America",25,1.8,70,"F",1986-10-10,"FOREST GROVE (USA)",0,0,0,0,"Athletics","Women's Javelin Throw"
"Yulyana Yushchanka","Belarus",27,1.74,63,"F",NA,"Brest (BLR)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"Ramila Yusubova","Azerbaijan",25,1.68,63,"F",NA,"Tbilisi (GEO)",0,0,0,0,"Judo","Women's -63kg"
"Sherzodjon Yusupov","Uzbekistan",29,1.68,85,"M",1982-10-10,"Tashkent Region",0,0,0,0,"Weightliftng","Men's 85kg"
"Zalimkhan Yusupov","Tajikistan",28,1.74,66,"M",NA,"MAKHACHKALA (RUS)",0,0,0,0,"Wrestling","Men's 66kg Freestyle"
"Yadan Hu","People's Republic of China",16,1.47,36,"F",NA,"SICHUAN (CHN)",0,0,0,0,"Diving","Women's 10m Platform"
"Yadira Guaman","Ecuador",26,1.58,52,"F",1986-08-06,"Zamora (ECU)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"Yanet Seyoum Gebremedhin","Ethiopia",18,1.64,56,"F",1994-09-07,"KOMBOLCHA (ETH)",0,0,0,0,"Swimming","Women's 50m Freestyle"
"Yasemin Horasan","Turkey",29,1.86,92,"F",1983-01-08,"",0,0,0,0,"Basketball","Women's Basketball"
"Yasmin Hassan Farah","Djibouti",18,NA,NA,"F",NA,"Djibouti",0,0,0,0,"Table Tennis","Women's Singles"
"Yasmina Mesfioui","Morocco",36,1.66,57,"F",1976-09-04,"Khouribga (MAR)",0,0,0,0,"Shooting","Women's Trap"
"Yavor Vasilev Hristov","Bulgaria",36,1.78,88,"M",NA,"Ruse",0,0,0,0,"Archery","Men's Individual"
"Yee Pui Fong","Hong Kong, China",20,1.63,51,"F",NA,"Hong Kong (HKG)",0,0,0,0,"Athletics","Women's 100m"
"Yeongeun Jeon","Republic of Korea",24,1.56,43,"F",NA,"DAEJEON (KOR)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"Yi Lao","People's Republic of China",26,1.76,65,"M",1985-10-10,"Guangxi (CHN)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Yi Kyeong Jeong","Republic of Korea",27,1.88,80,"M",NA,"",0,0,0,0,"Handball","Men's Handball"
"Yoelmis Hernandez Paumier","Cuba",26,NA,85,"M",NA,"ISLA DE LA JUVENTUD",0,0,0,0,"Weightliftng","Men's 85kg"
"Yoo-Mi Han","Republic of Korea",30,1.8,63,"F",1982-05-02,"Seoul (KOR)",0,0,0,0,"Volleyball","Women's Volleyball"
"Yousef Karami","Islamic Republic of Iran",29,1.83,NA,"M",NA,"MIANEH (IRI)",0,0,0,0,"Taekwondo","Men's -80kg"
"Yu Mi Jeon","Republic of Korea",23,1.68,65,"F",1988-11-11,"Seoul (KOR)",0,0,0,0,"Hockey","Women's Hockey"
"Yuichi Hosoda","Japan",27,1.75,65,"M",1984-06-12,"MIYOSHI (JPN)",0,0,0,0,"Triathlon","Men's Triathlon"
"Yuki Ebihara","Japan",26,1.64,66,"F",NA,"KAMINOKAWA (JPN)",0,0,0,0,"Athletics","Women's Javelin Throw"
"Yukiko Ebata","Japan",22,1.76,70,"F",1989-07-11,"Akita (JPN)",0,0,0,0,"Volleyball","Women's Volleyball"
"Yulduz Kuchkarova","Uzbekistan",18,1.76,64,"F",NA,"Tashkent (UZB)",0,0,0,0,"Swimming","Women's 200m Backstroke"
"Yuliya Gavrilova","Russian Federation",23,1.68,60,"F",NA,"",0,0,0,0,"Fencing","Women's Individual Sabre"
"Yuliya Krevsun","Ukraine",31,1.7,58,"F",1980-08-12,"VINNYTSA (UKR)",0,0,0,0,"Athletics","Women's 800m"
"Yumi Kida","Japan",27,1.6,54,"F",NA,"ASAKA (JPN)",0,0,0,0,"Swimming","Women's 10km Marathon"
"Yunio Lastre","Cuba",30,NA,NA,"M",NA,"Santiago de Cuba (CUB)",0,0,0,0,"Athletics","Men's Discus Throw"
"Yuri Patrikeev","Armenia",32,1.87,120,"M",NA,"KIROVOCHIPEKS (RUS)",0,0,0,0,"Wrestling","Men's 120kg Greco-Roman"
"Yuya Horihata","Japan",22,1.69,62,"M",NA,"Aichi (JPN)",0,0,0,0,"Swimming","Men's 400m Individual Medley, Men's 4x200m Freestyle Relay"
"Yuzhuo Hou","People's Republic of China",24,1.75,NA,"F",NA,"Hebei (CHN)",0,0,0,0,"Taekwondo","Women's -57kg"
"Ronald Zabala-Goetschel","Ecuador",45,1.7,69,"M",NA,"QUITO (ECU)",0,0,0,0,"Equestrian","Individual Eventing, MASTER ROSE"
"Olga Zabelinskaya","Russian Federation",32,1.75,61,"F",1980-10-05,"Leningrad (RUS)",0,0,2,2,"Cycling-Road","Women's Individual Time Trial, Women's Road Race"
"Irina Zabludina","Russian Federation",25,1.62,57,"F",NA,"KRASNODAR REGION (RUS)",0,0,0,0,"Judo","Women's -57kg"
"Natalya Zabolotnaya","Russian Federation",26,1.65,75,"F",NA,"Rostov Region",0,1,0,1,"Weightliftng","Women's 75kg"
"Vasileia Zachou","Greece",18,1.67,NA,"F",NA,"Larisa (GRE)",0,0,0,0,"Gymnstcs-Rhy","Group All-Around"
"Artur Zaczek","Poland",23,1.82,78,"M",NA,"LOMZA (POL)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Marianthi Zafeiriou","Greece",18,1.7,NA,"F",NA,"Amarousio (GRE)",0,0,0,0,"Gymnstcs-Rhy","Group All-Around"
"Nicola Zagame","Australia",21,1.74,72,"F",1990-11-08,"KOGARAH (AUS)",0,0,0,0,"Water Polo","Women's Water Polo"
"Aleksey Zagornyi","Russian Federation",34,1.97,135,"M",NA,"Yaroslavl (RUS)",0,0,0,0,"Athletics","Men's Hammer Throw"
"Anne Zagre","Belgium",22,1.76,69,"F",NA,"Uccle (BEL)",0,0,0,0,"Athletics","Women's 100m Hurdles"
"Pawel Zagrodnik","Poland",24,1.75,66,"M",1987-10-09,"Ruda Slaska (POL)",0,0,0,0,"Judo","Men's -66kg"
"Pawel Zagumny","Poland",34,2,88,"M",NA,"Jaslo (POL)",0,0,0,0,"Volleyball","Men's Volleyball"
"Mariel Zagunis","United States of America",27,1.73,76,"F",1985-03-03,"",0,0,0,0,"Fencing","Women's Individual Sabre"
"Ahmed Zaher","Egypt",22,1.72,72,"M",NA,"GIZA (EGY)",0,0,0,0,"Shooting","Men's Trap"
"Saeed Alzahmi Zahmi","United Arab Emirates",22,1.74,68,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Alexandr Zaichikov","Kazakhstan",19,NA,105,"M",NA,"Minsk",0,0,0,0,"Weightliftng","Men's 105kg"
"Sergej Zaikov","Kazakhstan",24,1.9,76,"M",NA,"Pavlodar (KAZ)",0,0,0,0,"Athletics","Men's 400m"
"Intiqam Zairov","Azerbaijan",27,1.68,94,"M",NA,"Baku (AZE)",0,0,0,0,"Weightliftng","Men's 94kg"
"Lisa Zaiser","Austria",17,1.74,63,"F",NA,"FERNDORF (AUT)",0,0,0,0,"Swimming","Women's 200m Individual Medley"
"Alesia Zaitsava","Belarus",26,1.62,60,"F",NA,"Brest",0,0,0,0,"Badminton","Women's Singles"
"Kostiantyn Zaitsev","Ukraine",36,1.93,91,"M",NA,"",0,0,0,0,"Rowing","Men's Quadruple Sculls"
"Polina Zakaluzny","Israel",20,1.78,NA,"F",NA,"NIZNO UKRAINSK (UKR)",0,0,0,0,"Gymnstcs-Rhy","Group All-Around"
"Tanja Zakelj","Slovenia",23,1.58,51,"F",NA,"Kranj (SLO)",0,0,0,0,"Cyclng-MntnB","Women's Cross-country"
"Anton Zakharov","Ukraine",26,1.76,74,"M",NA,"ZAPORIZHZHYA (UKR)",0,0,0,0,"Diving","Men's 10m Platform"
"Ilya Zakharov","Russian Federation",21,1.77,70,"M",1991-02-05,"Leningrad (RUS)",0,1,0,1,"Diving","Men's 3m Springboard, Men's Synchronised 3m Springboard, Men's Synchronised 10m Platform"
"Klara Zakopalova","Czech Republic",30,1.66,55,"F",NA,"",0,0,0,0,"Tennis","Women's Singles"
"Florin Zalomir","Romania",31,1.84,78,"M",NA,"",0,0,0,0,"Fencing","Men's Individual Sabre, Men's Team Sabre"
"Antonin Zalsky","Czech Republic",31,2,128,"M",1980-07-08,"Jilemnice (CZE)",0,0,0,0,"Athletics","Men's Shot Put"
"Sherab Zam","Bhutan",28,1.52,51,"F",1983-10-10,"KASHITHANG",0,0,0,0,"Archery","Women's Individual"
"Hector Hugo Zamarron Rangel","Mexico",31,1.73,63,"M",NA,"SALTILLO (MEX)",0,0,0,0,"Cycling-Road","Men's Road Race"
"Balazs Zambo","Hungary",20,1.83,71,"M",NA,"Budapest (HUN)",0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay"
"Vanessa Zambotti","Mexico",30,1.75,145,"F",1982-04-03,"Chihuahua (MEX)",0,0,0,0,"Judo","Women's +78kg"
"Andrey Zamkovoy","Russian Federation",25,1.74,NA,"M",1987-04-07,"AMUR REGION (RUS)",0,0,0,0,"Boxing","Men's Welter (69kg)"
"Elizabeth Zamora Gordillo","Guatemala",19,1.65,NA,"F",1993-11-05,"GUATEMALA CITY (GUA)",0,0,0,0,"Taekwondo","Women's -49kg"
"Gabrio Zandona","Italy",35,1.68,65,"M",1977-11-06,"Roma (ITA)",0,0,0,0,"Sailing","Men's 470"
"Ruddy Zang Milama","Gabon",25,1.56,NA,"F",1987-06-06,"Port",0,0,0,0,"Athletics","Women's 100m"
"Ana Zaninovic","Croatia",25,1.72,NA,"F",NA,"Split (CRO)",0,0,0,0,"Taekwondo","Women's -57kg"
"Lucija Zaninovic","Croatia",25,1.7,NA,"F",NA,"Split (CRO)",0,0,0,0,"Taekwondo","Women's -49kg"
"Gabriela Zanotti","Brazil",27,1.7,60,"F",NA,"",0,0,0,0,"Football","Women's Football"
"Georgii Zantaraia","Ukraine",24,1.7,60,"M",NA,"GEORGIA (GEO)",0,0,0,0,"Judo","Men's -60kg"
"Despina Zapounidou","Greece",26,1.67,53,"F",1985-05-10,"Thessaloniki (GRE)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"Amir Zargari","Islamic Republic of Iran",32,1.8,67,"M",NA,"KHOMEIN (IRI)",0,0,0,0,"Cycling-Road","Men's Road Race"
"Jorge Zarif","Brazil",19,1.91,97,"M",NA,"Sao Paulo (BRA)",0,0,0,0,"Sailing","Men's Finn"
"Yuliya Zaripova","Russian Federation",26,1.75,70,"F",NA,"Kazan (RUS)",0,0,0,0,"Athletics","Women's 3000m Steeplechase"
"Malkhaz Zarkua","Georgia",26,1.69,60,"M",NA,"ZUGDIDI (GEO)",0,0,0,0,"Wrestling","Men's 60kg Freestyle"
"Barbora Zavadova","Czech Republic",19,1.77,66,"F",NA,"Ostrava (CZE)",0,0,0,0,"Swimming","Women's 200m Individual Medley, Women's 400m Individual Medley"
"Dmytro Zavadsky","Ukraine",23,1.74,70,"M",1988-04-11,"Kharkiv",0,0,0,0,"Badminton","Men's Singles"
"Alejandra Zavala","Mexico",28,1.63,82,"F",NA,"GUADALAJARA (MEX)",0,0,0,0,"Shooting","Women's 10m Air Pistol"
"Radoslaw Zawrotniak","Poland",30,1.81,75,"M",1981-02-09,"",0,0,0,0,"Fencing","Men's Individual Epee"
"Khamis Esmaeel Zayed","United Arab Emirates",22,1.76,76,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Ivan Zaytsev","Uzbekistan",23,1.9,90,"M",1988-07-11,"Tashkent (UZB)",0,0,0,0,"Athletics","Men's Javelin Throw"
"Ivan Zaytsev","Italy",23,2.02,92,"M",1988-02-10,"SPOLETO (ITA)",0,0,0,0,"Volleyball","Men's Volleyball"
"Noemi Zbaren","Switzerland",18,NA,NA,"F",1994-12-03,"Langnau (SUI)",0,0,0,0,"Athletics","Women's 100m Hurdles"
"Robert Zbogar","Slovenia",23,1.83,72,"M",1989-06-03,"Kranj (SLO)",0,0,0,0,"Swimming","Men's 200m Butterfly"
"Vasilij Zbogar","Slovenia",36,1.89,98,"M",1975-04-10,"Koper (SLO)",0,0,0,0,"Sailing","Men's Finn"
"Maja Zebic","Croatia",30,1.78,62,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"Ariel Zeevi","Israel",35,1.86,100,"M",NA,"PETAH",0,0,0,0,"Judo","Men's -100kg"
"Mannad Zeid","Egypt",22,1.86,70,"M",1989-01-10,"",0,0,0,0,"Fencing","Men's Individual Sabre"
"Sarah Zelenka","United States of America",25,1.83,77,"F",1987-08-06,"",0,0,0,0,"Rowing","Women's Pair"
"Jessica Zelinka","Canada",30,1.76,63,"F",1981-03-09,"London (CAN)",0,0,0,0,"Athletics","Women's 100m Hurdles, Women's Heptathlon"
"Christopher Zeller","Germany",27,1.85,88,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"Philipp Zeller","Germany",29,1.84,81,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"Zohar Zemiro","Israel",35,1.71,57,"M",NA,"WOOZABA (ETH)",0,0,0,0,"Athletics","Men's Marathon"
"Olha Zemlyak","Ukraine",22,1.65,55,"F",NA,"Rivne (UKR)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"Chunlei Zeng","People's Republic of China",22,1.86,77,"F",1989-03-11,"Beijing (CHN)",0,0,0,0,"Volleyball","Women's Volleyball"
"Omar Zepeda","Mexico",35,1.77,68,"M",1977-08-06,"Toluca (MEX)",0,0,0,0,"Athletics","Men's 50km Race Walk"
"Julie Zetlin","United States of America",22,1.68,NA,"F",NA,"SILVER SPRING (USA)",0,0,0,0,"Gymnstcs-Rhy","Individual All-Around"
"Daryna Zevina","Ukraine",17,1.82,64,"F",1994-01-09,"Kyiv (UKR)",0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke, Women's 4x200m Freestyle Relay"
"Marina Zgurscaia","Republic of Moldova",23,1.65,65,"F",NA,"Chisinau (MDA)",0,0,0,0,"Shooting","Women's 10m Air Pistol"
"Gani Zhailauov","Kazakhstan",27,1.72,NA,"M",1985-03-08,"",0,0,0,0,"Boxing","Men's Light (60kg)"
"Birzhan Zhakypov","Kazakhstan",28,1.67,NA,"M",1984-07-07,"Shymkent (KAZ)",0,0,0,0,"Boxing","Men's Light Fly (49kg)"
"Jian Zhan","Singapore",30,1.74,79,"M",NA,"Hubei",0,0,0,0,"Table Tennis","Men's Team"
"Chenglong Zhang","People's Republic of China",23,1.73,NA,"M",1989-12-05,"Shandong (CHN)",1,0,0,1,"Gymnstcs-Art","Men's Team, Men's Qualification"
"Chongyao Zhang","People's Republic of China",26,1.77,74,"M",NA,"Beijing (CHN)",0,0,0,0,"Wrestling","Men's 74kg Freestyle"
"Enjian Zhang","People's Republic of China",24,1.88,79,"M",1987-12-12,"Tianjin (CHN)",0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay"
"Fan Zhang","People's Republic of China",27,1.87,75,"F",NA,"",0,0,0,0,"Basketball","Women's Basketball"
"Fangbing Zhang","People's Republic of China",22,1.86,70,"M",NA,"",0,0,0,0,"Rowing","Men's Lightweight Double Sculls"
"Fenglin Zhang","People's Republic of China",19,1.87,78,"M",1993-10-03,"Shandong (CHN)",0,0,0,0,"Swimming","Men's 200m Backstroke"
"Guolin Zhang","People's Republic of China",27,1.85,75,"M",NA,"",0,0,0,0,"Rowing","Men's Lightweight Four"
"Guowei Zhang","People's Republic of China",21,2,77,"M",1991-04-06,"Shandong (CHN)",0,0,0,0,"Athletics","Men's High Jump"
"Hongpeng Zhang","People's Republic of China",25,1.85,85,"M",NA,"Heilongjiang (CHN)",0,0,0,0,"Canoe Sprint","Men's Kayak Four (K4) 1000m"
"Jian Zhang","People's Republic of China",27,1.82,80,"M",NA,"Heilongjiang (CHN)",0,0,0,0,"Shooting","Men's 25m Rapid Fire Pistol"
"Jie Zhang","People's Republic of China",24,1.65,62,"M",NA,"FUJIAN",0,0,0,0,"Weightliftng","Men's 62kg"
"Jike Zhang","People's Republic of China",24,1.78,70,"M",NA,"Shandong",1,0,0,1,"Table Tennis","Men's Singles, Men's Team"
"Jun Zhang","People's Republic of China",29,1.86,120,"M",1983-11-04,"Shandong (CHN)",0,0,0,0,"Athletics","Men's Shot Put"
"Lei Zhang","People's Republic of China",31,1.78,80,"M",1981-04-04,"Shandong (CHN)",0,0,0,0,"Cycling-Trck","Men's Sprint, Men's Team Sprint"
"Lei Zhang","People's Republic of China",24,1.71,65,"F",1988-09-05,"",0,0,0,0,"Water Polo","Women's Water Polo"
"Lei Zhang","People's Republic of China",27,1.81,71,"F",1985-11-01,"Shanghai (CHN)",0,0,0,0,"Volleyball","Women's Volleyball"
"Li Zhang","People's Republic of China",23,1.7,62,"F",NA,"Shandong (CHN)",0,0,0,0,"Athletics","Women's Javelin Throw"
"Liang Zhang","People's Republic of China",25,1.96,96,"M",NA,"",0,0,0,0,"Rowing","Men's Single Sculls"
"Liangliang Zhang","People's Republic of China",29,1.8,82,"M",1982-10-01,"",0,0,0,0,"Fencing","Men's Team Foil"
"Lily Zhang","United States of America",16,1.63,53,"F",NA,"Redwood City (USA)",0,0,0,0,"Table Tennis","Women's Singles, Women's Team"
"Miao Zhang","People's Republic of China",23,1.83,80,"M",1988-12-08,"Shandong (CHN)",0,0,0,0,"Cycling-Trck","Men's Keirin, Men's Team Sprint"
"Mo Zhang","Canada",23,1.73,52,"F",NA,"SHI JIA ZHUANG (CHN)",0,0,0,0,"Table Tennis","Women's Singles"
"Nan Zhang","People's Republic of China",22,1.83,73,"M",1990-01-03,"Beijing",1,0,0,1,"Badminton","Mixed Doubles"
"Peimeng Zhang","People's Republic of China",25,1.86,86,"M",NA,"Beijing (CHN)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Shuai Zhang","People's Republic of China",23,1.77,66,"F",NA,"",0,0,0,0,"Tennis","Women's Doubles"
"Tian Zhang","People's Republic of China",31,1.79,88,"M",NA,"Nei Monggol (CHN)",0,0,0,0,"Shooting","Men's 50m Pistol"
"Wenxiu Zhang","People's Republic of China",26,1.82,113,"F",NA,"Liaoning (CHN)",0,0,0,0,"Athletics","Women's Hammer Throw"
"Xi Zhang","People's Republic of China",27,1.83,72,"F",NA,"",0,0,0,0,"BeachVllybll","Women's Beach Volleyball"
"Nenad Zimonjic","Serbia",36,1.9,84,"M",1976-04-06,"",0,0,0,0,"Tennis","Men's Doubles, Mixed Doubles"
"Raya Zin Aldden","Syrian Arab Republic",24,1.76,65,"F",1988-08-03,"SWAIDA (SYR)",0,0,0,0,"Shooting","Women's 10m Air Rifle"
"Shwe Zin Latt","Myanmar",26,1.68,55,"F",1985-01-09,"",0,0,0,0,"Rowing","Women's Single Sculls"
"Aidan Zingel","Australia",21,2.07,98,"M",NA,"WOLLONGONG (AUS)",0,0,0,0,"Volleyball","Men's Volleyball"
"Szymon Ziolkowski","Poland",36,1.92,120,"M",1976-01-07,"Poznan (POL)",0,0,0,0,"Athletics","Men's Hammer Throw"
"Marius Ziukas","Lithuania",27,1.84,72,"M",NA,"BIRSTONAS (LTU)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"Darko Zivanovic","Serbia",25,1.78,64,"M",NA,"Kragujevac (SRB)",0,0,0,0,"Athletics","Men's Marathon"
"Bojana Zivkovic","Serbia",24,1.85,70,"F",NA,"Beograd (SRB)",0,0,0,0,"Volleyball","Women's Volleyball"
"Andrija Zlatic","Serbia",34,1.8,85,"M",NA,"Uzice (SRB)",0,0,1,1,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol"
"Boris Zlokovic","Montenegro",29,1.97,100,"M",NA,"KOTOR (MNE)",0,0,0,0,"Water Polo","Men's Water Polo"
"Katerina Zohnova","Czech Republic",27,1.79,63,"F",1984-07-11,"",0,0,0,0,"Basketball","Women's Basketball"
"Valerijs Zolnerovics","Latvia",27,1.79,70,"M",NA,"Ventspils (LAT)",0,0,0,0,"Athletics","Men's Marathon"
"Urska Zolnir","Slovenia",30,1.73,63,"F",1981-09-10,"Celje (SLO)",1,0,0,1,"Judo","Women's -63kg"
"Epke Zonderland","Netherlands",26,1.73,NA,"M",NA,"LEMMER (NED)",0,0,0,0,"Gymnstcs-Art","Men's Qualification"
"Maria Virginia Zonta","Argentina",22,1.7,64,"F",NA,"",0,0,0,0,"BeachVllybll","Women's Beach Volleyball"
"Milenko Zoric","Serbia",23,1.79,73,"M",1989-02-04,"SANSKI MOST (BIH)",0,0,0,0,"Canoe Sprint","Men's Kayak Four (K4) 1000m"
"Kai Zou","People's Republic of China",24,1.58,NA,"M",NA,"SICHUAN (CHN)",1,0,0,1,"Gymnstcs-Art","Men's Team, Men's Qualification"
"Shiming Zou","People's Republic of China",31,1.65,NA,"M",NA,"",0,0,0,0,"Boxing","Men's Light Fly (49kg)"
"Rizlen Zouak","Morocco",26,1.64,63,"F",NA,"BSAUNE (FRA)",0,0,0,0,"Judo","Women's -63kg"
"Vincent Zouaoui-Dandrieux","France",31,1.87,78,"M",1980-12-10,"Paris (FRA)",0,0,0,0,"Athletics","Men's 3000m Steeplechase"
"Hakim Zouari","Tunisia",24,1.97,95,"M",NA,"SFAX (TUN)",0,0,0,0,"Volleyball","Men's Volleyball"
"Francine Zouga Edoa","Cameroon",24,1.55,60,"F",1987-09-11,"",0,0,0,0,"Football","Women's Football"
"Michaela Zrustova","Czech Republic",25,1.86,74,"F",1987-04-04,"",0,0,0,0,"Basketball","Women's Basketball"
"Nathalie Zu Sayn - Wittgenstein","Denmark",37,1.76,63,"F",1975-02-05,"Kobenhavn (DEN)",0,0,0,0,"Equestrian","Individual Dressage, Team Dressage, DIGBY"
"Szabolcs Zubai","Hungary",28,1.93,93,"M",NA,"",0,0,0,0,"Handball","Men's Handball"
"Shahar Zubari","Israel",25,1.76,70,"M",1986-01-09,"EILAT (ISR)",0,0,0,0,"Sailing","Men's RS-X"
"Steven Zuber","Switzerland",20,1.82,79,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Petra Zublasing","Italy",23,1.65,55,"F",NA,"Bolzano (ITA)",0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
"Egor Zubovich","Belarus",23,1.84,78,"M",1989-01-06,"",0,0,0,0,"Football","Men's Football"
"Pietro Zucchetti","Italy",31,1.88,76,"M",NA,"Brescia (ITA)",0,0,0,0,"Sailing","Men's 470"
"Anastasia Zueva","Russian Federation",22,1.83,70,"F",1990-08-05,"Moscow Region (RUS)",0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke"
"Nenad Zugaj","Croatia",29,1.77,84,"M",NA,"Zagreb (CRO)",0,0,0,0,"Wrestling","Men's 84kg Greco-Roman"
"Neven Zugaj","Croatia",29,1.77,74,"M",NA,"Zagreb (CRO)",0,0,0,0,"Wrestling","Men's 74kg Greco-Roman"
"Nadine Zumkehr","Switzerland",27,1.72,64,"F",1985-05-02,"",0,0,0,0,"BeachVllybll","Women's Beach Volleyball"
"Alejandro Zuniga","Chile",24,1.63,66,"M",1988-12-05,"Santiago (CHI)",0,0,0,0,"Judo","Men's -66kg"
